시군명,사업장명,영업상태명,소재지시설전화번호,도로명우편번호,소재지도로명주소,소재지지번주소,소재지우편번호,축산업무구분명
용인시,로얄약국,정상,,16836,"경기도 용인시 수지구 풍덕천로 119, 119호 (풍덕천동, 로얄스포츠센터)",경기도 용인시 수지구 풍덕천동 1078번지 119호,16836,동물약국
용인시,흥덕동물약국,정상,031-212-6997,16954,"경기도 용인시 기흥구 흥덕1로 101, 스타프라자 108호 (영덕동)",경기도 용인시 기흥구 영덕동 986-9번지 스타프라자 108호,16954,동물약국
용인시,하늘약국,정상,,16897,"경기도 용인시 기흥구 죽전로 20, A동 203-1호 (보정동, 죽전누리에뜰아파트)",경기도 용인시 기흥구 보정동 1263 죽전누리에뜰아파트 ,16897,동물약국
용인시,수지정다운약국,정상,,16815,"경기도 용인시 수지구 신봉2로 2, 217호 (신봉동, 센트럴500)",경기도 용인시 수지구 신봉동 33번지 217호,16815,동물약국
용인시,봄빛약국,정상,031-276-3141,16836,"경기도 용인시 수지구 풍덕천로 91, 상가동 103호 (풍덕천동, 주공1단지아파트)",경기도 용인시 수지구 풍덕천동 1065번지 상가동 103호,16836,동물약국
용인시,예은약국,정상,,17070,"경기도 용인시 기흥구 중부대로746번길 14-4, 101호 (상하동)",경기도 용인시 기흥구 상하동 620-64 101호,17070,동물약국
용인시,건강약국,정상,,16918,"경기도 용인시 기흥구 구성로 103, 멀티프라자 202호 (언남동)",경기도 용인시 기흥구 언남동 336-7 멀티프라자 ,16918,동물약국
용인시,사랑약국,정상,,16993,"경기도 용인시 기흥구 동백죽전대로 507, 지하3층 134호 (동백동, 용인동백두산위브더제니스)",경기도 용인시 기흥구 동백동 694 용인동백두산위브더제니스 지하3층 134호,16993,동물약국
용인시,행복한약국,정상,031-693-7998,17006,"경기도 용인시 기흥구 동백중앙로 175, 우함빌딩 105호 (중동)",경기도 용인시 기흥구 중동 853-1 우함빌딩 105호,17006,동물약국
용인시,화은약국,정상,,17086,"경기도 용인시 기흥구 신고매로 59, 지하1층 B109호 (고매동)",경기도 용인시 기흥구 고매동 889 지하1층 B109호,17086,동물약국
용인시,광장약국,정상,050-71310-2773,17056,경기도 용인시 처인구 명지로60번길 8-10 (역북동),경기도 용인시 처인구 역북동 759-1 ,17056,동물약국
용인시,비타민약국,정상,0507-1329-4029,16847,"경기도 용인시 수지구 성복2로 38, 롯데몰성복점 지하1층 (성복동)",경기도 용인시 수지구 성복동 789 롯데몰성복점 ,16847,동물약국
용인시,박성현,정상,031-335-9571,17151,"경기도 용인시 처인구 고림로 88, 1층 (고림동)",경기도 용인시 처인구 고림동 736-3 ,17151,동물약국
용인시,성복역 우리약국,정상,,16858,"경기도 용인시 수지구 수지로112번길 11, 107호 (성복동)",경기도 용인시 수지구 성복동 66-10 ,16858,동물약국
용인시,셀메드소명약국,정상,,16954,"경기도 용인시 기흥구 흥덕2로87번길 9, 용인메디컬센터 102호 (영덕동)",경기도 용인시 기흥구 영덕동 986-6 용인메디컬센터 ,16954,동물약국
용인시,든든한 약국,정상,,16873,"경기도 용인시 수지구 정든로 5, 106호 (죽전동, 죽전역 솔하임)",경기도 용인시 수지구 죽전동 1088-2 죽전역 솔하임 ,16873,동물약국
용인시,모두사랑약국,정상,,17064,"경기도 용인시 기흥구 중부대로 375, 1층 8호 (신갈동, 기흥역롯데캐슬스카이)",경기도 용인시 기흥구 신갈동 63 기흥역롯데캐슬스카이몰 1층 8호,17064,동물약국
용인시,365열린큰약국,정상,,16847,"경기도 용인시 수지구 성복2로 38, 롯데몰 수지점 2층 약국코너호 (성복동)",경기도 용인시 수지구 성복동 789 롯데몰 수지점 ,16847,동물약국
용인시,건강한백세약국,정상,,17168,"경기도 용인시 처인구 원삼면 고당로 9, 1층",경기도 용인시 처인구 원삼면 고당리 71-4 ,17168,동물약국
용인시,한샘약국,정상,0312621675,16816,"경기도 용인시 수지구 신봉2로14번길 2, 백산상가 105호 (신봉동)",경기도 용인시 수지구 신봉동 43-3 백산상가 105호,16816,동물약국
용인시,한가정약국,폐업,031-272-8485,16930,"경기도 용인시 수지구 만현로 110 (상현동, 원희캐슬프라자 A동 106호, A동 203-1호)","경기도 용인시 수지구 상현동 254-14번지 원희캐슬프라자 A동 106호, A동 203-1호 ",16930,동물약국
용인시,행복한약국,폐업,031-693-7998,17006,"경기도 용인시 기흥구 동백중앙로 175, 105호 (중동, 우함빌딩)",경기도 용인시 기흥구 중동 853-1번지 우함빌딩 105호,17006,동물약국
용인시,다온약국,폐업,031-8001-3177,448131,"경기도 용인시 수지구 광교중앙로 294, 1층 108호 (상현동)",경기도 용인시 수지구 상현동 1133번지 108호,16943,동물약국
용인시,정문약국,폐업,031-262-7998,17063,경기도 용인시 처인구 백옥대로1068번길 9 (김량장동),경기도 용인시 처인구 김량장동 17-1번지,17063,동물약국
용인시,나라약국,폐업,031-211-5666,16954,"경기도 용인시 기흥구 흥덕2로87번길 18, A동 5층 503호 (영덕동, 이씨티)",경기도 용인시 기흥구 영덕동 985-1번지 ,16954,동물약국
용인시,소정약국,폐업,,,"경기도 용인시 수지구 용구대로2801번길 10-3 B동 102호 (죽전동,추전빌딩)",경기도 용인시 수지구 죽전동 852-5 번지 추전빌딩 B동 102호,16865,동물약국
용인시,대학당약국,폐업,262-5666,,,경기도 용인시 수지구 풍덕천동 703번지 동보(아)상가 106호,16832,동물약국
용인시,메디팜한숲다솜약국,폐업,,17117,"경기도 용인시 처인구 남사면 한숲로 45, 한숲스퀘어 옐로우 1층 132호",경기도 용인시 처인구 남사면 아곡리 694 한숲스퀘어 옐로우 132호,17117,동물약국
용인시,신갈현대약국,폐업,281-3388,17064,경기도 용인시 기흥구 신갈로 45 (신갈동),경기도 용인시 기흥구 신갈동 71-12번지,17064,동물약국
용인시,인정동물약국,폐업,031-337-1490,17038,"경기도 용인시 처인구 금어로 2, 107호 (유방동)",경기도 용인시 처인구 유방동 1007-20번지 인정레포츠센타 107호,17038,동물약국
용인시,메디플러스약국,폐업,031-261-6673,16837,"경기도 용인시 수지구 풍덕천로129번길 9, 오성빌딩 101호 (풍덕천동)",경기도 용인시 수지구 풍덕천동 712번지 오성빌딩 ,16837,동물약국
용인시,새양지약국,폐업,332-8741,,경기도 용인시 처인구 포곡읍 포곡로 289 (삼계리),경기도 용인시 처인구 포곡읍 삼계리 465-7번지,17028,동물약국
용인시,한사랑약국,폐업,031-896-2020,16846,"경기도 용인시 수지구 포은대로313번길 4 (풍덕천동, 수지미래빌딩 103호)",경기도 용인시 수지구 풍덕천동,16846,동물약국
용인시,수지우리약국,폐업,031-276-0561,16851,"경기도 용인시 수지구 성복2로 126 (성복동, 성동마을 LG빌리지3차상가 118호)",경기도 용인시 수지구 성복동 726번지 성동마을 LG빌리지3차상가 118호,16851,동물약국
용인시,오토허브약국,폐업,0315182-5731,17095,"경기도 용인시 기흥구 중부대로 242, A동 3층 31호 (영덕동, NS오토허브)",경기도 용인시 기흥구 영덕동 21-1 A동 3층 31호,17095,동물약국
용인시,용인동물약국,폐업,031-286-2824,16910,경기도 용인시 기흥구 마북로 152 (마북동),경기도 용인시 기흥구 마북동 174-3번지,16910,동물약국
용인시,남서울약국,폐업,031-262-1581,16837,경기도 용인시 수지구 풍덕천로139번길 16-1 (풍덕천동),경기도 용인시 수지구 풍덕천동 705-4번지,16837,동물약국
용인시,라임약국,폐업,07077194221,16814,경기도 용인시 수지구 신봉2로 73 (신봉동),경기도 용인시 수지구 신봉동 145-1번지,16814,동물약국
용인시,팜메드약국,폐업,031-282-2755,17064,"경기도 용인시 기흥구 신갈로 52, 109호 (신갈동, 동인빌딩)",경기도 용인시 기흥구 신갈동 70번지 동인빌딩 109호,17064,동물약국
용인시,소망약국,폐업,,17144,"경기도 용인시 처인구 금령로173번길 10, 104호 (마평동)",경기도 용인시 처인구 마평동 643번지 ,17144,동물약국
용인시,백약국,폐업,031-242-2010,16836,"경기도 용인시 수지구 풍덕천로 119, 2층층 213호 (풍덕천동, 로얄스포츠센터)",경기도 용인시 수지구 풍덕천동 1078번지 213호,16836,동물약국
용인시,용인보건동물약국,폐업,031-323-5561,17017,"경기도 용인시 처인구 금학로 91, 상가동 101호 (삼가동, 우남퍼스트빌아파트)",경기도 용인시 처인구 삼가동 537번지 우남퍼스트빌아파트 상가동 101호,17017,동물약국
용인시,영동온누리약국,폐업,031-287-0045,16959,"경기도 용인시 기흥구 새천년로 20, 102호 (신갈동, 그린프라자)",경기도 용인시 기흥구 신갈동 711번지 102호,16959,동물약국
용인시,광교동물약국,폐업,031-212-7004,16943,"경기도 용인시 수지구 광교마을로 54 (상현동, 에비스타운 110호)",경기도 용인시 수지구 상현동 1132번지 에비스타운 110호 ,16943,동물약국
용인시,수지약국,폐업,276-9872,,"경기도 용인시 수지구 성복1로 106 B동 4호 (성복동,벽산프라자)",경기도 용인시 수지구 성복동 276번지 벽산프라자 B동 4호,16853,동물약국
용인시,하늘꿈약국,폐업,031-282-3298,16907,"경기도 용인시 기흥구 용구대로 2457, 1층 (보정동, 이마트 트레이더스 구성점)",경기도 용인시 기흥구 보정동 1019-237번지 이마트 트레이더스 구성점 1층,16907,동물약국
용인시,5층우리약국,폐업,031-896-2393,16837,"경기도 용인시 수지구 풍덕천로 149 (풍덕천동, 현대그린프라자 501호)",경기도 용인시 수지구 풍덕천동 715-2번지 현대그린프라자 501호,16837,동물약국
용인시,한빛프라자약국,폐업,264-4972,16837,경기도 용인시 수지구 정평로 132 (풍덕천동),경기도 용인시 수지구 풍덕천동 706번지,16837,동물약국
용인시,로얄약국,폐업,,16836,"경기도 용인시 수지구 풍덕천로 119, 119호 (풍덕천동, 로얄스포츠센터)",경기도 용인시 수지구 풍덕천동 1078번지,16836,동물약국
용인시,유명약국,폐업,031-284-2751,17080,"경기도 용인시 기흥구 한보라1로 92, 1층 (보라동, 이마트)",경기도 용인시 기흥구 보라동 623-1 ,17080,동물약국
용인시,프라임 동물약국,폐업,031-282-4747,16919,"경기도 용인시 기흥구 구성로 102, 205호 (언남동, 푸른종합상가)",경기도 용인시 기흥구 언남동 416-7번지,16919,동물약국
용인시,조이약국,폐업,031-264-6009,16844,"경기도 용인시 수지구 정평로 40-1, 109호 (풍덕천동, 거묵상가)",경기도 용인시 수지구 풍덕천동 1047-1번지 거묵상가 109호,16844,동물약국
용인시,민들레한약국,폐업,031-276-8575,16835,"경기도 용인시 수지구 풍덕천로 144, 1층 (풍덕천동)",경기도 용인시 수지구 풍덕천동 717-2번지 1층,16835,동물약국
용인시,새양지약국,폐업,332-8741,,경기도 용인시 처인구 포곡읍 포곡로 289-1 진형월드(아)상가 101동 2호 (삼계리),경기도 용인시 처인구 포곡읍 삼계리 491-1  번지 진형월드(아)상가 101동 2호,17028,동물약국
용인시,우리약국,폐업,031-262-5006,16927,"경기도 용인시 수지구 진산로 24, 103호 (상현동, 성원상떼빌아파트)",경기도 용인시 수지구 상현동 30번지 103호,16927,동물약국
용인시,키즈약국,폐업,,16990,"경기도 용인시 기흥구 동백죽전대로527번길 98-2, 102호 (중동, 헌암프라자)",경기도 용인시 기흥구 중동 1108-3번지,16990,동물약국
용인시,미소약국,폐업,031-323-1352,17051,"경기도 용인시 처인구 금령로 108-1, 1층 104호 (김량장동, 에스타워)",경기도 용인시 처인구 김량장동 96번지,17051,동물약국
용인시,흥덕 동물약국,폐업,031-212-6997,16954,"경기도 용인시 기흥구 흥덕1로 101, 108호 (영덕동, 스타프라자)",경기도 용인시 기흥구 영덕동 986-9번지 스타프라자 108호,16954,동물약국
용인시,조이약국,폐업,031-264-6009,16844,"경기도 용인시 수지구 정평로 40-1 (풍덕천동, 거묵상가 109호)",경기도 용인시 수지구 풍덕천동 1047-1번지 거묵상가 109호,16844,동물약국
용인시,우리약국,폐업,263-4737,,,경기도 용인시 수지구 상현동 30번지 성원B상가 103호,16927,동물약국
용인시,메디칼약국,폐업,031-265-4770,16841,"경기도 용인시 수지구 풍덕천로 114 (풍덕천동, 강동빌딩 101호)",경기도 용인시 수지구 풍덕천동 1080-6번지 강동빌딩 101호,16841,동물약국
용인시,민준약국,폐업,031-283-7002,17083,경기도 용인시 기흥구 한보라2로 188 (공세동),경기도 용인시 기흥구 공세동 672-3번지,17083,동물약국
용인시,마음속약국,폐업,,17056,"경기도 용인시 처인구 명지로60번길 8-4, 110호 (역북동)",경기도 용인시 처인구 역북동 760 ,17056,동물약국
용인시,정문약국,폐업,,,경기도 용인시 처인구 백옥대로1068번길 9 (김량장동),경기도 용인시 처인구 김량장동 17-1   번지,17063,동물약국
용인시,은혜약국,폐업,,17003,"경기도 용인시 기흥구 동백7로 79, 102호 (동백동, 두빈빌딩)",경기도 용인시 기흥구 동백동 598-6번지 두빈빌딩 102호,17003,동물약국
용인시,맑은생한약국,폐업,031)262-1675,16838,경기도 용인시 수지구 수지로342번길 18 (풍덕천동),경기도 용인시 수지구 풍덕천동 700-1번지 현대아파트,16838,동물약국
용인시,주연약국,폐업,031-896-6974,16898,"경기도 용인시 기흥구 죽전로 47, 106호 (보정동, 성진웰빙)",경기도 용인시 기흥구 보정동 1208-1번지,16898,동물약국
용인시,굿모닝약국,폐업,,,경기도 용인시 기흥구 용구대로2394번길 2 (마북동),경기도 용인시 기흥구 마북동 524-1번지,16921,동물약국
용인시,소망이있는약국,폐업,272-4212,,경기도 용인시 수지구 만현로 100 (상현동),경기도 용인시 수지구 상현동 257-22  번지,16930,동물약국
용인시,원희캐슬약국,폐업,031-272-9482,16930,"경기도 용인시 수지구 만현로 110, B동 304호 (상현동, 원희캐슬프라자)",경기도 용인시 수지구 상현동 254-14번지 B동 304호,16930,동물약국
용인시,기흥준약국,폐업,031-287-2727,17064,"경기도 용인시 기흥구 중부대로 375, 1층 22호 (신갈동)",경기도 용인시 기흥구 신갈동 63번지,17064,동물약국
용인시,우리건강 동물약국,폐업,031-339-7029,17136,경기도 용인시 처인구 이동면 경기동로687번길 5,경기도 용인시 처인구 이동면 송전리 716-14번지,17136,동물약국
용인시,몸사랑 마음사랑 한약국,폐업,031-281-3746,17084,"경기도 용인시 기흥구 탑실로 36, 2층 202호 (공세동)",경기도 용인시 기흥구 공세동 734-2 ,17084,동물약국
용인시,한빛프라자약국,폐업,031-264-4972,,경기도 용인시 수지구 정평로 132,경기도 용인시 수지구 풍덕천동 706번지 한빛빌딩 ,16837,동물약국
용인시,이화메디약국,폐업,031-321-0878,17154,경기도 용인시 처인구 중부대로 1539 (마평동),경기도 용인시 처인구 마평동 612-1번지,17154,동물약국
용인시,라이프약국,폐업,335-0893,,경기도 용인시 처인구 고림로 2 (마평동),경기도 용인시 처인구 마평동 618-7   번지,17154,동물약국
용인시,이화약국,폐업,,16903,"경기도 용인시 기흥구 보정로 32, 2층 (보정동)",경기도 용인시 기흥구 보정동 1277 ,16903,동물약국
용인시,상현약국,폐업,,16944,"경기도 용인시 수지구 광교중앙로 297, D동 103호 (상현동)",경기도 용인시 수지구 상현동 1117-8 D동 103호,16944,동물약국
용인시,플러스약국,폐업,264-1531,,,경기도 용인시 수지구 상현동 129-1번지 플러스클리닉 수지센타 122호,,동물약국
용인시,강남플러스약국,폐업,031-281-7700,17064,경기도 용인시 기흥구 신구로12번길 12-1 (신갈동),경기도 용인시 기흥구 신갈동 65-7번지,17064,동물약국
용인시,메디칼온누리약국,폐업,031-335-3676,17049,"경기도 용인시 처인구 금령로12번길 1, 1층 (김량장동)",경기도 용인시 처인구 김량장동 328번지,17049,동물약국
용인시,죽전웰빙약국,폐업,896-2468,,,경기도 용인시 수지구 죽전동 2004-4번지 죽전에메랄드죤 209호,,동물약국
용인시,선경약국,폐업,031-282-7181,17066,"경기도 용인시 기흥구 기흥역로58번길 10, B214호 (구갈동, 기흥역센트럴푸르지오)",경기도 용인시 기흥구 구갈동 234-2 ,17066,동물약국
용인시,아이사랑,폐업,031-275-1651,16978,"경기도 용인시 기흥구 강남동로 10, 강남피아 4층 (구갈동)",경기도 용인시 기흥구 구갈동 594번지 강남피아 ,16978,동물약국
용인시,라임약국,폐업,070-7719-4221,16814,"경기도 용인시 수지구 신봉2로 73, 태천빌딩2 101호 (신봉동)",경기도 용인시 수지구 신봉동 145-1 태천빌딩2 101호,16814,동물약국
용인시,수지약국,폐업,276-9872,,"경기도 용인시 수지구 성복1로 106 B-4 (성복동,벽산프라자)",경기도 용인시 수지구 성복동 276-1번지 벽산프라자 B-4,16853,동물약국
용인시,플러스약국,폐업,264-1531,,경기도 용인시 수지구 성복2로 114 (성복동),경기도 용인시 수지구 성복동 129-1   번지,16851,동물약국
용인시,남서울약국,폐업,,,경기도 용인시 수지구 풍덕천로139번길 16-1 (풍덕천동),경기도 용인시 수지구 풍덕천동 705-4   번지,16837,동물약국
용인시,그린동물약국,폐업,265-8209,16872,"경기도 용인시 수지구 대지로 43, 107호 (죽전동, 금강프라자)",경기도 용인시 수지구 죽전동 484-9번지 금강프라자 107호,16872,동물약국
용인시,서울샤약국,폐업,031-283-2841,16921,경기도 용인시 기흥구 용구대로2394번길 2 (마북동),경기도 용인시 기흥구 마북동 524-1번지 ,16921,동물약국
용인시,제일약국,폐업,,17051,"경기도 용인시 처인구 금령로 98 (김량장동, 제일빌딩)",경기도 용인시 처인구 김량장동 90-1번지 ,17051,동물약국
용인시,모범약국,폐업,,,,경기도 용인시 수지구 신봉동 택지개발지구17블럭,,동물약국
용인시,영덕하나약국,폐업,,17095,"경기도 용인시 기흥구 덕영대로2077번길 16, 105호 (영덕동)",경기도 용인시 기흥구 영덕동 14-4 ,17095,동물약국
용인시,하나약국,폐업,304-8914,,경기도 용인시 수지구 수지로296번길 47 (풍덕천동),경기도 용인시 수지구 풍덕천동 1080-1번지,16841,동물약국
용인시,경희수한약국,휴업,,16841,"경기도 용인시 수지구 수지로296번길 52, 101호 (풍덕천동)",경기도 용인시 수지구 풍덕천동 1089-2 ,16841,동물약국
의왕시,온누리 동물약국,정상,031-461-6021,16088,경기도 의왕시 부곡시장길 11 (삼동),경기도 의왕시 삼동 192-56번지,16088,동물약국
의왕시,천사약국,정상,031-462-8004,16090,"경기도 의왕시 부곡시장3길 3, 삼원빌딩 1층 (삼동)",경기도 의왕시 삼동 181-8 삼원빌딩 ,16090,동물약국
의왕시,백운호수약국,정상,,16016,"경기도 의왕시 백운중앙로 84, 102호 (학의동)",경기도 의왕시 학의동 1131 102호,16016,동물약국
의왕시,하늘약국,정상,031)429-5824,16058,"경기도 의왕시 경수대로 262, 2층 238, 241호 (오전동, 서해그랑블)",경기도 의왕시 오전동 892번지 서해그랑블 ,16058,동물약국
의왕시,혜인약국,정상,031-453-7347,16053,경기도 의왕시 원골로 15 (오전동),경기도 의왕시 오전동 838-3번지 국화아파트 상가,16053,동물약국
의왕시,참바른약국,정상,031-329-4002,16016,"경기도 의왕시 바라산로 1, 롯데프리미엄아울렛 타임빌라스 2층 (학의동)",경기도 의왕시 학의동 1039 롯데프리미엄아울렛 타임빌라스 ,16016,동물약국
의왕시,성모프라자약국,정상,031-425-4774,16036,"경기도 의왕시 계원대학로 7, 1층 (내손동)",경기도 의왕시 내손동 743번지,16036,동물약국
의왕시,안녕약국,정상,031-426-8744,16022,"경기도 의왕시 포일로 43, 대림프라자 1층 109호 (내손동)",경기도 의왕시 내손동 414-3 대림프라자 ,16022,동물약국
의왕시,굿모닝약국,정상,031-462-9201,16088,경기도 의왕시 부곡중앙남3길 2 (삼동),경기도 의왕시 삼동 192-37번지,16088,동물약국
의왕시,신약국,정상,031-422-3133,16022,"경기도 의왕시 포일로 43, 대림프라자 304호 (내손동)",경기도 의왕시 내손동 414-3 대림프라자 ,16022,동물약국
의왕시,우리들약국,정상,031-461-9462,16089,"경기도 의왕시 부곡시장길 29, 우리들약국 (삼동)",경기도 의왕시 삼동 166-54번지 우리들약국,16089,동물약국
의왕시,약사랑온누리약국,정상,031-457-5577,16053,"경기도 의왕시 원골로 6, 의왕그린프라자 105호 (오전동)",경기도 의왕시 오전동 839-4번지 의왕그린프라자,16053,동물약국
의왕시,의왕동물약 부원약국,정상,,16056,경기도 의왕시 경수대로 292 (오전동),경기도 의왕시 오전동 276-1번지,16056,동물약국
의왕시,우성메디칼약국,정상,031-426-0289,16039,경기도 의왕시 계원대학로 20 (내손동),경기도 의왕시 내손동 755번지,16039,동물약국
의왕시,선약국,정상,031-456-7125,16060,경기도 의왕시 전주남이길 28 (오전동),경기도 의왕시 오전동 375-12번지,16060,동물약국
의왕시,광생약국,정상,031-425-9016,16024,경기도 의왕시 포일로 26 (내손동),경기도 의왕시 내손동 631-2번지 건형상가 1층,16024,동물약국
의왕시,온누리 목화약국,정상,031-424-1044,16014,"경기도 의왕시 안양판교로 64 (포일동, 삼호아파트상가 107호)",경기도 의왕시 포일동 441-2번지 삼호아파트 상가 107호,16014,동물약국
의왕시,의왕종로약국,정상,031-457-0480,16069,"경기도 의왕시 사천2길 27, 의왕상가 1층 (왕곡동)",경기도 의왕시 왕곡동 594-5번지 의왕상가,16069,동물약국
의왕시,보성약국,정상,,16018,"경기도 의왕시 포일로 81, 삼우상가 1층 102호 (포일동)",경기도 의왕시 포일동 539-10 삼우상가 ,16018,동물약국
의왕시,행복한약국,정상,031-422-2540,16039,"경기도 의왕시 갈미2로 40 (내손동, 캠퍼스프라자)",경기도 의왕시 내손동 752-1번지 캠퍼스프라자 106호,16039,동물약국
의왕시,밝은온누리 동물약국,정상,031-423-7006,16026,경기도 의왕시 내손로 82 (내손동),경기도 의왕시 내손동 643-6번지,16026,동물약국
의왕시,롯데메디칼약국,정상,031-426-1248,16039,경기도 의왕시 계원대학로 2 (내손동),경기도 의왕시 내손동 746번지 롯데메디칼빌딩 101호,16039,동물약국
의왕시,단비약국,정상,461-7702,16094,경기도 의왕시 부곡시장3길 4 (삼동),경기도 의왕시 삼동 166-48번지,16094,동물약국
의왕시,의왕종로약국,폐업,457-0480,,경기도 의왕시 사천2길 27 (왕곡동),경기도 의왕시 왕곡동 594-0005번지,16069,동물약국
의왕시,포일현대약국,폐업,031-423-9949,16026,경기도 의왕시 내손중앙로 43 (내손동),경기도 의왕시 내손동 643-4번지 서광상가 105호,16026,동물약국
의왕시,메디팜은총약국,폐업,031-421-0721,16009,경기도 의왕시 안양판교로 213 (청계동),경기도 의왕시 청계동 991-1번지 101호,16009,동물약국
의왕시,가나안약국,폐업,031-455-5782,16049,경기도 의왕시 원골로 39 (오전동),경기도 의왕시 오전동 100번지 모락산현대아파트 상가 105호 ,16049,동물약국
의왕시,라파약국,폐업,031-384-9082,16034,"경기도 의왕시 내손로 11, 가동상가동 2층 210호 (내손동)",경기도 의왕시 내손동 844번지 포일자이아파트 ,16034,동물약국
의왕시,늘푸른약국,폐업,031-421-7561,16028,경기도 의왕시 복지로 96 (내손동),경기도 의왕시 내손동 669번지,16028,동물약국
의왕시,약사랑온누리약국,폐업,,16053,경기도 의왕시 원골로 14 (오전동),경기도 의왕시 오전동 839번지 그린프라자 105호,16053,동물약국
의왕시,종로약국,폐업,031)457-0480,,경기도 의왕시 사천2길 27 (왕곡동),경기도 의왕시 왕곡동 594-5번지,16069,동물약국
의왕시,백운온누리약국,폐업,,16016,"경기도 의왕시 백운중앙로 46, 225호 (학의동, 의왕백운해링턴플레이스 1단지)",경기도 의왕시 학의동 687-2번지 의왕백운해링턴플레이스 1단지 ,16016,동물약국
의왕시,청계온누리약국,폐업,031-421-3427,16009,"경기도 의왕시 안양판교로 211, 세종메디칼프라자 101호 (청계동)",경기도 의왕시 청계동 991번지 세종메디칼프라자 ,16009,동물약국
의왕시,새봄온누리약국,폐업,,16085,경기도 의왕시 부곡중앙로 49 (삼동),경기도 의왕시 삼동 208-3번지,16085,동물약국
의왕시,포도원동물약국,폐업,031-477-0388,16045,경기도 의왕시 포도원로 46 (오전동),경기도 의왕시 오전동 28번지 대명아파트 상가 102호,16045,동물약국
의왕시,우리들약국,폐업,031-461-9462,16089,경기도 의왕시 부곡시장길 29 (삼동),경기도 의왕시 삼동 166-54번지,16089,동물약국
의왕시,의왕동물약국,폐업,031-252-7393,16094,경기도 의왕시 부곡시장길 40 (삼동),경기도 의왕시 삼동 192-468번지,16094,동물약국
의왕시,솔로몬약국,폐업,457-5577,,경기도 의왕시 원골로 6 (오전동),경기도 의왕시 오전동 839-0004번지,16053,동물약국
의왕시,새봄온누리약국,폐업,031-461-7779,16085,경기도 의왕시 부곡중앙로 49 (삼동),경기도 의왕시 삼동 208-3번지,16085,동물약국
의왕시,부곡메디칼약국,폐업,031-462-2072,16085,"경기도 의왕시 부곡복지관길 3, 1층 (삼동)",경기도 의왕시 삼동 462-26번지 1층 ,16085,동물약국
의왕시,건강동물약국,폐업,031-424-0369,16022,경기도 의왕시 포일로 43 (내손동),경기도 의왕시 내손동 414-3번지 대림프라자 304호,16022,동물약국
의왕시,한사랑온누리,폐업,031-425-9512,16018,경기도 의왕시 포일로 81 (포일동),경기도 의왕시 포일동 539-10번지 삼우상가 101호,16018,동물약국
의왕시,의왕동물사랑태평양약국,폐업,031-477-8070,16058,"경기도 의왕시 경수대로 262, 1동 241호 (오전동, 서해그랑블)",경기도 의왕시 오전동 892번지 서해그랑블 ,16058,동물약국
의왕시,의왕동물약국,폐업,031-462-5453,16094,경기도 의왕시 부곡시장길 40 (삼동),경기도 의왕시 삼동 192-468번지 1층 한우리약국,16094,동물약국
의정부시,신곡코코약국,정상,,11778,"경기도 의정부시 금신로 308, 라온프라자 B1동 102호 (신곡동)",경기도 의정부시 신곡동 96-9 ,11778,동물약국
의정부시,장암프라자 약국,정상,031-826-5571,11730,"경기도 의정부시 발곡로 34, 107호 (신곡동)",경기도 의정부시 신곡동 721-1 ,11730,동물약국
의정부시,공원약국,정상,031-852-9343,11803,"경기도 의정부시 용현로105번길 45-30, 문경빌딩 103호 (민락동)",경기도 의정부시 민락동 732-7번지 ,11803,동물약국
의정부시,민락온누리약국,정상,,11813,"경기도 의정부시 오목로225번길 162, 시티프라자 1층 (민락동)",경기도 의정부시 민락동 804-8번지 ,11813,동물약국
의정부시,코리아약국,정상,031-829-6123,11704,경기도 의정부시 회룡로 138 (호원동),경기도 의정부시 호원동 423번지,11704,동물약국
의정부시,진성약국,정상,,11695,"경기도 의정부시 평화로 542, 1층 (의정부동)",경기도 의정부시 의정부동 196-18 ,11695,동물약국
의정부시,을지우림약국,정상,,11749,"경기도 의정부시 동일로711번길 21, 1층 (금오동)",경기도 의정부시 금오동 435-9 ,11749,동물약국
의정부시,오케이약국,정상,,11696,"경기도 의정부시 경의로 107, 1층 105호 (의정부동)",경기도 의정부시 의정부동 166-5 ,11696,동물약국
의정부시,의정부 을지약국,정상,031-847-1269,11758,"경기도 의정부시 동일로 732, 금오동 근린생활시설 1층 (금오동)",경기도 의정부시 금오동 441-65 금오동 근린생활시설 ,11758,동물약국
의정부시,제중약국,정상,031-848-2621,11695,"경기도 의정부시 태평로 71, 1층 (의정부동)",경기도 의정부시 의정부동 147-27 ,11695,동물약국
의정부시,을지1번약국,정상,031-928-4030,11749,,,,동물약국
의정부시,연수온누리약국,정상,,11670,"경기도 의정부시 신흥로 282, 유림빌딩 1층 (의정부동)",경기도 의정부시 의정부동 434 유림빌딩 ,11670,동물약국
의정부시,의정부약국,정상,031-874-7888,11670,"경기도 의정부시 시민로 83, 광장타워 1층 110호 (의정부동)",경기도 의정부시 의정부동 442-12 광장타워 1층 110호,11670,동물약국
의정부시,송산온누리약국,정상,031-852-5001,11813,"경기도 의정부시 오목로 207, 103호 (민락동)",경기도 의정부시 민락동 844-2 ,11813,동물약국
의정부시,보룡동물약국,정상,031-845-5567,11695,경기도 의정부시 시민로131번길 66(의정부동),경기도 의정부시 의정부동 159-17 ,11695,동물약국
